Freq (hertz)	Ra (norm)	Xa (norm)	Za (norm)	SPL (dB)	Ze (ohms)	Xd (mm) 	WPhase (deg)	UPhase (deg)	CPhase (deg)	Delay (msec)	Efficiency (%)	Ein (volts)	Pin (watts)	Iin (amps)	ZePhase (deg)
12043.295474	0.994708	0.053750	0.996159	57.875313	27.070545	0.000015	-77.128150	-77.128150	-77.128150	0.002862	0.005864	2.830000	0.063392	0.104542	77.627368
12216.773490	0.998785	0.054253	1.000258	57.649896	27.443896	0.000015	-77.304346	-77.304346	-77.304346	0.002782	0.005722	2.830000	0.061679	0.103119	77.798317
12392.750375	1.002947	0.053038	1.004348	57.424744	27.822850	0.000014	-77.478215	-77.478215	-77.478215	0.002709	0.005584	2.830000	0.060010	0.101715	77.967031
12571.262124	1.006483	0.050207	1.007734	57.196789	28.207486	0.000014	-77.650094	-77.650094	-77.650094	0.002642	0.005446	2.830000	0.058385	0.100328	78.133535
12752.345251	1.008776	0.046150	1.009831	56.963371	28.597882	0.000013	-77.820267	-77.820267	-77.820267	0.002580	0.005305	2.830000	0.056801	0.098958	78.297852
12936.036796	1.009414	0.041489	1.010266	56.722718	28.994118	0.000013	-77.988914	-77.988914	-77.988914	0.002521	0.005159	2.830000	0.055259	0.097606	78.460008
13122.374331	1.008281	0.036977	1.008959	56.474297	29.396278	0.000012	-78.156080	-78.156080	-78.156080	0.002463	0.005008	2.830000	0.053758	0.096271	78.620026
13311.395971	1.005596	0.033362	1.006150	56.218983	29.804442	0.000011	-78.321671	-78.321671	-78.321671	0.002404	0.004854	2.830000	0.052295	0.094952	78.777930
13503.140379	1.001888	0.031236	1.002375	55.958983	30.218696	0.000011	-78.485470	-78.485470	-78.485470	0.002342	0.004700	2.830000	0.050871	0.093651	78.933742
13697.646775	0.997905	0.030910	0.998384	55.697498	30.639125	0.000011	-78.647183	-78.647183	-78.647183	0.002277	0.004550	2.830000	0.049485	0.092366	79.087488
13894.954944	0.994475	0.032331	0.995000	55.438137	31.065814	0.000010	-78.806501	-78.806501	-78.806501	0.002209	0.004406	2.830000	0.048134	0.091097	79.239188
14095.105244	0.992329	0.035073	0.992948	55.184157	31.498851	0.000010	-78.963172	-78.963172	-78.963172	0.002140	0.004272	2.830000	0.046820	0.089845	79.388868
14298.138616	0.991935	0.038412	0.992679	54.937697	31.938325	0.000009	-79.117058	-79.117058	-79.117058	0.002071	0.004150	2.830000	0.045540	0.088608	79.536549
14504.096588	0.993380	0.041470	0.994246	54.699197	32.384325	0.000009	-79.268178	-79.268178	-79.268178	0.002006	0.004039	2.830000	0.044295	0.087388	79.682255
14713.021288	0.996325	0.043413	0.997271	54.467195	32.836944	0.000009	-79.416712	-79.416712	-79.416712	0.001945	0.003937	2.830000	0.043082	0.086183	79.826010
14924.955451	1.000065	0.043653	1.001017	54.238602	33.296273	0.000008	-79.562966	-79.562966	-79.562966	0.001890	0.003840	2.830000	0.041901	0.084994	79.967836
15139.942425	1.003678	0.042006	1.004556	54.009410	33.762407	0.000008	-79.707314	-79.707314	-79.707314	0.001841	0.003745	2.830000	0.040752	0.083821	80.107756
15358.026185	1.006253	0.038762	1.006999	53.775673	34.235442	0.000008	-79.850103	-79.850103	-79.850103	0.001797	0.003649	2.830000	0.039634	0.082663	80.245794
15579.251340	1.007122	0.034635	1.007718	53.534510	34.715473	0.000007	-79.991582	-79.991582	-79.991582	0.001756	0.003550	2.830000	0.038545	0.081520	80.381973
15803.663140	1.006058	0.030598	1.006523	53.284901	35.202602	0.000007	-80.131828	-80.131828	-80.131828	0.001716	0.003446	2.830000	0.037486	0.080392	80.516314
16031.307485	1.003356	0.027623	1.003736	53.028055	35.696926	0.000007	-80.270736	-80.270736	-80.270736	0.001674	0.003340	2.830000	0.036455	0.079279	80.648841
16262.230941	0.999783	0.026412	1.000131	52.767216	36.198548	0.000006	-80.408047	-80.408047	-80.408047	0.001629	0.003234	2.830000	0.035451	0.078180	80.779574
16496.480741	0.996379	0.027174	0.996749	52.506873	36.707570	0.000006	-80.543424	-80.543424	-80.543424	0.001581	0.003132	2.830000	0.034475	0.077096	80.908535
16734.104799	0.994161	0.029537	0.994599	52.251503	37.224097	0.000006	-80.676555	-80.676555	-80.676555	0.001531	0.003037	2.830000	0.033525	0.076026	81.035746
16975.151720	0.993807	0.032628	0.994343	52.004155	37.748234	0.000006	-80.807257	-80.807257	-80.807257	0.001481	0.002950	2.830000	0.032600	0.074970	81.161228
17219.670809	0.995426	0.035325	0.996052	51.765364	38.280088	0.000005	-80.935544	-80.935544	-80.935544	0.001434	0.002872	2.830000	0.031701	0.073929	81.285002
17467.712080	0.998485	0.036606	0.999156	51.532831	38.819769	0.000005	-81.061629	-81.061629	-81.061629	0.001391	0.002799	2.830000	0.030825	0.072901	81.407090
17719.326270	1.001961	0.035898	1.002604	51.302082	39.367387	0.000005	-81.185873	-81.185873	-81.185873	0.001353	0.002730	2.830000	0.029974	0.071887	81.527513
17974.564843	1.004657	0.033299	1.005209	51.067933	39.923053	0.000005	-81.308670	-81.308670	-81.308670	0.001320	0.002660	2.830000	0.029145	0.070886	81.646292
18233.480009	1.005625	0.029580	1.006060	50.826271	40.486882	0.000005	-81.430320	-81.430320	-81.430320	0.001290	0.002588	2.830000	0.028339	0.069899	81.763448
18496.124725	1.004517	0.025938	1.004852	50.575568	41.058989	0.000004	-81.550927	-81.550927	-81.550927	0.001261	0.002512	2.830000	0.027555	0.068925	81.879002
18762.552716	1.001753	0.023577	1.002031	50.317558	41.639493	0.000004	-81.670366	-81.670366	-81.670366	0.001229	0.002435	2.830000	0.026792	0.067964	81.992973
19032.818477	0.998399	0.023240	0.998669	50.056790	42.228510	0.000004	-81.788327	-81.788327	-81.788327	0.001195	0.002358	2.830000	0.026050	0.067016	82.105381
19306.977289	0.995778	0.024892	0.996089	49.799027	42.826163	0.000004	-81.904446	-81.904446	-81.904446	0.001158	0.002286	2.830000	0.025328	0.066081	82.216247
19585.085230	0.994952	0.027696	0.995337	49.548967	43.432574	0.000004	-82.018453	-82.018453	-82.018453	0.001120	0.002219	2.830000	0.024625	0.065158	82.325590
19867.199185	0.996259	0.030313	0.996720	49.308165	44.047866	0.000003	-82.130293	-82.130293	-82.130293	0.001083	0.002159	2.830000	0.023942	0.064248	82.433429
20000.000000	0.997468	0.031089	0.997953	49.198605	44.337554	0.000003	-82.181700	-82.181700	-82.181700	0.001067	0.002133	2.830000	0.023630	0.063829	82.483155
